Business Name,What they do (primary category),All place types,Location (address),Website,Place ID
Holmes Richard K MD,Doctor,"doctor, health, point_of_interest, establishment","154 Brodia Way, Walnut Creek, CA 94598, USA",,ChIJOcA16DBghYARCv30sj_nx60
"Dr. Marlee J. Holmes, MD",Doctor,"doctor, health, point_of_interest, establishment","154 Brodia Way, Walnut Creek, CA 94598, USA",,ChIJOcA16DBghYARs5IuBLyjIoU
RoofLogic RoofLogicRoofing,Building Materials Store,"building_materials_store, store, point_of_interest, establishment","1079 Springfield Dr, Walnut Creek, CA 94598, USA",,ChIJxRUl_JZhhYARaKzZlJkDKu4
IronRoof IronRoofRoofing,Roofing Contractor,"roofing_contractor, service, point_of_interest, establishment","2536 Comistas Dr, Walnut Creek, CA 94598, USA",,ChIJa855vyRhhYARFXSe4QdxgjU
DiAna Law Group,Attorney,"lawyer, consultant, service, point_of_interest, establishment","2875 Spring Creek Ln, Walnut Creek, CA 94598, USA",http://www.dianalawgroup.com/,ChIJ9_mXYhlghYAR3wAw0m-Qbuo
Northgate HS Tennis Courts,Tennis Court,"tennis_court, athletic_field, sports_activity_location, point_of_interest, establishment","1000 Hutchinson Rd, Walnut Creek, CA 94598, USA",,ChIJwXR3-xZghYARd1Igcl0KExA
Nostalgic Foods,Manufacturer,"manufacturer, point_of_interest, establishment","2002 Comistas Dr, Walnut Creek, CA 94598, USA",https://www.nostalgicfoods.us/,ChIJJ_004IhhhYAR8TthnDLkF8s
Evolve Teen Treatment Center - Walnut Creek,Medical Clinic,"medical_clinic, health, service, point_of_interest, establishment","123 Brodia Way, Walnut Creek, CA 94598, USA",https://evolvetreatment.com/our-locations/bay-area/walnut-creek/?utm_source=google&utm_medium=local&utm_campaign=walnut-creek,ChIJ2cXcU5thhYARGTZ6hAk7qP0
Creative Hearts Day Care,Child Care Agency,"preschool, child_care_agency, school, educational_institution, service, point_of_interest, establishment","914 Piute Ct, Walnut Creek, CA 94598, USA",http://creativeheartacademy.com/,ChIJd89fkeZhhYARF3QbBitO67I
Ruiz equestrian center,Pet Boarding Service,"pet_boarding_service, stable, pet_care, service, point_of_interest, establishment","980 Castle Rock Rd, Walnut Creek, CA 94598, USA",https://ruizequestriancenter.com/,ChIJNbjf4p9hhYARijCjxcbycwg
TruNorth Stables,Pet Boarding Service,"pet_boarding_service, stable, pet_care, service, point_of_interest, establishment","401 Pine Creek Rd, Walnut Creek, CA 94598, USA",http://www.trunorthfarm.com/,ChIJRXQJAQNghYARVXWioW2DPZ4
Shell Ridge Ranger Station,Local Government Office,"local_government_office, government_office, service, point_of_interest, establishment","1035 Castle Rock Rd, Walnut Creek, CA 94598, USA",,ChIJdyjchAJghYARfKRnrPYNt8s
Goose Camper & Adventure Van Rental,Services,"point_of_interest, service, establishment","1314 Castle Rock Rd, Walnut Creek, CA 94598, USA",http://goosevans.com/,ChIJfZ82kXqLj4ARuDtrvBN64rI
Shell Ridge Open Space,Park,"park, tourist_attraction, point_of_interest, establishment","1035 Castle Rock Rd, Walnut Creek, CA 94598, USA",http://www.walnut-creek.org/Home/Components/FacilityDirectory/FacilityDirectory/10/664,ChIJhcrxrZ-Kj4AROO9_X6YIl4M
E Ticket Home Inspection,Services,"service, point_of_interest, establishment","750 Castle Rock Rd, Walnut Creek, CA 94598, USA",,ChIJgbE7j2NhhYAR13B2F0dk-2c
Camp Global Academy,Point of interest,"point_of_interest, establishment","295 Pine Creek Rd, Walnut Creek, CA 94598, USA",http://www.baeclub.com/events/vet-camp/exclusive-workshops/,ChIJP7LeqQRghYARs9CckEJGT9A
Castle Rock Arabians,Stable,"stable, childrens_camp, pet_boarding_service, pet_care, sports_coaching, sports_school, sports_activity_location, service, point_of_interest, establishment","1350 Castle Rock Rd, Walnut Creek, CA 94598, USA",http://castlerockarabians.com/,ChIJP4MEf6mKj4ARqu86vLQUqoI
Castle Rock Farm,Farm,"farm, service, point_of_interest, establishment","700 Castle Rock Rd, Walnut Creek, CA 94598, USA",,ChIJ_wYOmBJhhYAR7aTi5eigRM0
Country Equestrian,Pet Boarding Service,"stable, pet_boarding_service, pet_care, point_of_interest, service, establishment","1330 Castle Rock Rd, Walnut Creek, CA 94598, USA",https://www.countryequestrian.net/,ChIJ3SAEnyWLj4ARMLNH9WK2ME0
Dig This Inc.,General Contractor,"general_contractor, point_of_interest, service, establishment","1330 Castle Rock Rd, Walnut Creek, CA 94598, USA",https://www.dig-this-inc.com/,ChIJvyiRJ86Lj4ARYnt4xMxzmeA
Diablo Ranch Events,,"banquet_hall, wedding_venue, event_venue, point_of_interest, service, establishment","1453 N Gate Rd, Walnut Creek, CA 94598, USA",,ChIJpx4gglj0j4ARlXurZ5Dd93o
Mount Diablo State Park North Gate Entrance,Park,"park, point_of_interest, establishment","North Gate, closest GPS address):, 1300 N Gate Rd, Walnut Creek, CA 94598, USA",,ChIJgZE8KwCLj4ARElIJIcBkYFg
"Hayes Training, LLC",,"sports_activity_location, point_of_interest, establishment","1550 Castle Rock Rd #5140, Walnut Creek, CA 94598, USA",,ChIJvzHJdKyKj4AR7KBPtWU5MOM
You Luckie Dog Kennels and Cat House,Pet Boarding Service,"pet_boarding_service, pet_care, point_of_interest, service, establishment","1240 N Gate Rd, Walnut Creek, CA 94598, USA",https://www.youluckiedog.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3273021533229559293,ChIJ-86SxmZhhYARZmsBlLYO_ic
Mt. Diablo Pet Care,Pet Boarding Service,"pet_boarding_service, pet_care, point_of_interest, establishment","1240 N Gate Rd, Walnut Creek, CA 94598, USA",http://mtdiablopetcare.com/,ChIJO1YQEGRhhYARrTM9IcEj7MI
Northgate Equestrian Center,Pet Boarding Service,"pet_boarding_service, stable, pet_care, service, point_of_interest, establishment","1025 Trails End Dr, Walnut Creek, CA 94598, USA",,ChIJbwMcMwBhhYAROBgs6ve1QGY
Northgate Clubhouse,Association / Organization,"association_or_organization, service, point_of_interest, establishment","1025 Trails End Dr, Walnut Creek, CA 94598, USA",,ChIJnV2WvgVghYARoKfasuw4GR4
Country getaway near Walnut Creek and all things Bay Area,Lodging,"lodging, point_of_interest, establishment","Walnut Creek, CA 94598, USA",,ChIJg1Y_qRtghYARF00bZHtn6q4
Bryerly Farms,Sports Activity Location,"sports_activity_location, point_of_interest, establishment","1180 N Gate Rd, Walnut Creek, CA 94598, USA",https://bryerlyfarms.wordpress.com/,ChIJAdzBnABghYARjR-_AJQeEbo
Bright Future Farms,Sports Activity Location,"sports_activity_location, point_of_interest, establishment","950 N Gate Rd, Walnut Creek, CA 94598, USA",https://brightfuturesporthorse.com/,ChIJnbtx855hhYAR_lnj6V4KN_E
Sunny Hill Farm,Pet Boarding Service,"stable, pet_boarding_service, pet_care, point_of_interest, service, establishment","720 N Gate Rd, Walnut Creek, CA 94598, USA",http://shfarm.com/,ChIJB40NgAdghYAR4-cyBU042RA
North Peak Equestrian,Pet Boarding Service,"stable, pet_boarding_service, pet_care, point_of_interest, service, establishment","1550 Castle Rock Rd, Walnut Creek, CA 94598, USA",https://northpeakequestrian.com/,ChIJTa4me9qLj4ARIFbbbZ6NNcE
Shadowbrook Winery,Winery,"winery, farm, manufacturer, food, point_of_interest, service, establishment","1 Meritage Lane, Walnut Creek, CA 94598, USA",https://shadowbrookwinery.com/,ChIJG6dqHwdghYAR5_j0DD3E-R4
Engage Oncology,Medical Clinic,"point_of_interest, medical_clinic, health, establishment","3712 Northgate Woods Ct, Walnut Creek, CA 94598, USA",,ChIJ0Vik-QdghYARfRhWEHW8tgw
Castle Rock Trail Entrance,Park,"park, point_of_interest, establishment","1033 Castle Rock Rd, Walnut Creek, CA 94598, USA",,ChIJF4w3b6yKj4ARoBnvzWKOVYM
Chateau DiFilippo,Association / Organization,"association_or_organization, point_of_interest, establishment","777 N Gate Rd, Walnut Creek, CA 94598, USA",,ChIJpeOHkKJhhYARKHLMjfFB5WY
George Cardinet Back Creek Trail (to Donner Canyon Road),Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","W37C+C3, Clayton, CA 94517, USA",,ChIJB5emawD1j4ARb6je82JnW04
Olympia Trail,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","W33M+8M, Clayton, CA 94517, USA",,ChIJsx3YKJr1j4ARP5YFjfRjsu0
CALIFORNIA STATE GUARD CENTRAL TRAINING COMMAND (CSGCTC),School,"school, educational_institution, point_of_interest, establishment","1 Mt. Olympia Rd, Clayton, CA 94517, USA",,ChIJbUJk_Bz1j4ARVMMhoRJufXY
Mt Olympia,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Clayton, CA 94517, USA",,ChIJs6dGHdj1j4ARdja0xVxaOMo
Concord Mt. Diablo Trail Ride Association,Association / Organization,"association_or_organization, stable, event_venue, pet_boarding_service, pet_care, service, point_of_interest, establishment","1600 Trail Ride Rd, Clayton, CA 94517, USA",https://www.cmdtra.org/,ChIJt_K4muH1j4ARkXtKHrPQKkw
A G Schwartz Trucking Inc,Mover,"shipping_service, moving_company, transportation_service, service, point_of_interest, establishment","9321 Marsh Creek Rd, Clayton, CA 94517, USA",,ChIJayBV0w32j4AR2cVbckrOXH4
Pinnacle DB INC,Services,"service, point_of_interest, establishment","1582 Rancho View Dr, Lafayette, CA 94549, USA",http://pinnacledb.com/,ChIJy9COjUFjhYAR8f-4j4mVAt8
ana salinas care services,Insurance Agency,"insurance_agency, service, point_of_interest, health, establishment","1919 Cannon Pl #2234, Walnut Creek, CA 94597, USA",,ChIJAeAkJcVjhYARJXkEgDgVN6Q
Bob Bailie Investigations,Services,"service, point_of_interest, establishment","1919 Cannon Pl, Walnut Creek, CA 94597, USA",,ChIJAeAkJcVjhYARU3JLaXxtkIQ
Shulgin Foundation & Shulgin Farm,Non-Profit Organization,"non_profit_organization, association_or_organization, point_of_interest, establishment","1483 Shulgin Rd, Lafayette, CA 94549, USA",https://shulginfoundation.org/,ChIJl9CMRoJjhYARtsFG_utKMh0
"Skywest HOA Walnut Creek, Ca",Condominium Complex,"condominium_complex, service, point_of_interest, establishment","1888 Holland Dr, Walnut Creek, CA 94597, USA",,ChIJUym2OKxjhYARryYrE3diAbY
Spiritual Life Coaching,Health,"service, point_of_interest, health, establishment","Lafayette, CA 94549, USA",,ChIJ-6vi99RjhYAR85RR2K3BQD4
Atria Park of Lafayette,Health,"service, point_of_interest, health, establishment","1545 Pleasant Hill Rd, Lafayette, CA 94549, USA",https://atriaseniorliving.com/retirement-communities/atria-lafayette-lafayette-ca/?utm_source=GMB&utm_medium=Chatmeter,ChIJa1yAVttjhYARCkXxWH4pyc4
CruiseOne - Lafayette,Travel Agency,"travel_agency, service, point_of_interest, establishment","1438 Rancho View Dr, Lafayette, CA 94549, USA",http://www.cruiseone.com/ashaterian,ChIJdfobviBjhYAR52KdDIEzUg0
Abha,,"point_of_interest, establishment","1948 Everidge Ct, Walnut Creek, CA 94597, USA",,ChIJ4WqtPR5jhYARGk4kxGWyXVU
C F Brennan and CO.,,"point_of_interest, establishment","1840 Cannon Dr, Walnut Creek, CA 94597, USA",http://cfbrennan.com/,ChIJp-MRHNtjhYARFzjc4Tx5KM0
Florida Transformative Education,Educational Institution,"educational_institution, point_of_interest, establishment","10 Folin Ln, Lafayette, CA 94549, USA",http://www.floridasocialstudies.com/index.php/contact,ChIJq6oayMhjhYARvgJAgrD35mY
Aurora Travel,Travel Agency,"travel_agency, service, point_of_interest, establishment","20 Huston Ct, Lafayette, CA 94549, USA",,ChIJA_yNVdpjhYAR4PGt0UHorFg
"CAYMAN SCIENTIFIC CONSULTING, LLC",,"point_of_interest, establishment","1948 Highridge Ct, Walnut Creek, CA 94597, USA",,ChIJ-f8vV85jhYAR05TBz50nJj0
Windows4U,General Contractor,"general_contractor, service, point_of_interest, establishment","1745 Holland Cir, Walnut Creek, CA 94597, USA",https://www.windows-4u.com/,ChIJu-X2yxpnhYAR81bqEljSRkw
Karen De Jager Spectrum Photography,Services,"service, point_of_interest, establishment","Pleasant Hill Rd, Pleasant Hill, CA 94523, USA",http://www.karendejager.com/,ChIJwf5q3tFjhYAR_WJFgDSKW4o
TeleDerm 24-7,Medical Clinic,"medical_clinic, point_of_interest, health, establishment","3168 Diablo View Rd, Lafayette, CA 94549, USA",http://www.telederm247.com/,ChIJR2Ef4dxjhYARTQWUe5b8ZiI
Print and Data Solutions,,"point_of_interest, establishment","3140 La Playa Ct, Lafayette, CA 94549, USA",http://www.printanddata.com/contact-us.html,ChIJAQCUUt1jhYARbMlhWX24Vv4
Lafayette Girls Softball Foundation,Non-Profit Organization,"non_profit_organization, association_or_organization, point_of_interest, establishment","3350 Kincheloe Ct, Lafayette, CA 94549, USA",https://www.acasoftballfoundation.org/,ChIJzbY9pnljhYARNw7NHzkjtCg
East Bay Pool Service,Services,"service, point_of_interest, establishment","1547 Palos Verdes Mall #240, Walnut Creek, CA 94597, USA",https://www.eastbaypoolservice.com/,ChIJcSX7fZJmhYARtN-bNQngpJI
Beautiful 1200 sq foot condo in Walnut Creek,Lodging,"lodging, point_of_interest, establishment","Walnut Creek, CA 94597, USA",https://www.us.despegar.com/hotels/h-5097733,ChIJGxic3NBjhYARtZsnctDrJDo
Breathresearch Inc,Store,"point_of_interest, health, store, establishment","2064 Essenay Ave, Walnut Creek, CA 94597, USA",,ChIJm_Si-3xhhYARAJL_pEyVkdU
"Rojas Construction and Remodeling, Inc.",General Contractor,"general_contractor, electrician, home_goods_store, service, association_or_organization, point_of_interest, store, establishment","2072 Essenay Ave, Walnut Creek, CA 94597, USA",http://www.rojasremodel.com/,ChIJWyZ646-Hj4AR1E-_FpkeUn4
Polish School,Educational Institution,"preschool, child_care_agency, school, educational_institution, service, point_of_interest, establishment","2721 Larkey Ln, Walnut Creek, CA 94597, USA",http://polishschool.org/,ChIJj_qKm3xhhYARTFnzNUr2hwQ
Contra Costa Christian Schools,,"preschool, child_care_agency, school, educational_institution, service, point_of_interest, establishment","2721 Larkey Ln, Walnut Creek, CA 94597, USA",http://www.contracostachristianschools.org/,ChIJZQJ7nHxhhYAR8c0Z5EAR7lw
Utopic Gardens LLC,General Contractor,"general_contractor, service, point_of_interest, establishment","2032 Mallard Dr, Walnut Creek, CA 94597, USA",http://www.utopicgardens.com/,ChIJm5ljr29fhYARRFESaFn2klE
Larkey Private Swim Club,Sports Club,"school, educational_institution, sports_club, association_or_organization, point_of_interest, health, establishment","800 Duxbury Ct, Walnut Creek, CA 94597, USA",https://larkeyprivateswimclub.wildapricot.org/,ChIJOXCcLmNhhYAR13c55WuozIg
All Phase Electric,Electrician,"electrician, service, point_of_interest, establishment","1549 Encanto Pl, Walnut Creek, CA 94597, USA",http://www.allphaseelectric.com/,ChIJEX_1aH1hhYAREbnj_G3W0VU
U.S. Bank-Mortgage Loan Officer-Leslie-Harvey,Banking and Finance,"finance, service, point_of_interest, establishment","U.S. Bank area served, Walnut Creek, CA 94597, USA",https://mortgage.usbank.com/ca-walnut-creek-leslie-harvey?utm_source=gmb&utm_medium=organic&utm_campaign=local,ChIJocomRNA1joAR6TygR3aa6x4
4augH brooklyn,Car repair and maintenance service,"car_repair, service, point_of_interest, establishment","2263 e 7th street 4I 87QMQG68+MH California brookļyπ πy 11223, Walnut Creek, CA 94597, USA",,ChIJ40KEuzFhhYARHhg_yD3QrJE
Green Party of Contra Costa,Association / Organization,"association_or_organization, point_of_interest, establishment","PO Box 333, Walnut Creek, CA 94597, USA",,ChIJAQAAAHxhhYARdvguoCyM2ac
Wedbush Securities,ATM,"atm, finance, point_of_interest, establishment","Walnut Creek, CA 94597, USA",,ChIJAQAAAHxhhYARpuRNWx-rOA0
Aaron Chapman Builders,General Contractor,"general_contractor, service, point_of_interest, establishment","Walnut Creek, CA 94597, USA",https://www.aaronchapmanbuilders.com/,ChIJAQAAAHxhhYAR9bYHJHhRlAg
Roof Right,Roofing Contractor,"roofing_contractor, service, point_of_interest, establishment","Walnut Creek, CA 94597, USA",http://roofrightroofing.net/,ChIJmzSsJERhhYARq_Qg_xHeVu4
L P Designs,General Contractor,"general_contractor, home_goods_store, service, point_of_interest, store, establishment","Walnut Creek, CA 94597, USA",,ChIJAQAAAHxhhYARStPM6mh5QTw
Bayview Maintenance Inc,Services,"service, point_of_interest, establishment","Walnut Creek, CA 94597, USA",https://sites.google.com/bayviewmaintenance.com/site,ChIJue54CvNhhYAR95vNWw4XtX0
OptiKodes Academy,,"point_of_interest, establishment","1997 1st Ave, Walnut Creek, CA 94597, USA",http://optikodes.com/,ChIJy0jQkTphhYARME5wYpAd6Po
R Summers Construction,General Contractor,"general_contractor, service, point_of_interest, establishment","2730 Ross Pl, Walnut Creek, CA 94597, USA",,ChIJ7wZfuWJhhYARNnsgeMt5kqo
Tammy's Salon & Alterations,Beauty Salon,"beauty_salon, service, point_of_interest, establishment","1998 1st Ave, Walnut Creek, CA 94597, USA",,ChIJS8qWU3thhYARBQKg5Yg2Rbw
Larkey Market & Deli,Sandwich Shop,"sandwich_shop, deli, convenience_store, liquor_store, restaurant, food_store, food, market, point_of_interest, store, establishment","2800 Larkey Ln, Walnut Creek, CA 94597, USA",,ChIJl1TTqmRhhYARZUzRzG-JtAY
Speed Parts International,Auto Parts Store,"auto_parts_store, car_repair, service, point_of_interest, store, establishment","2190 San Luis Rd, Walnut Creek, CA 94597, USA",,ChIJj6dh031hhYARxHPHVnIotXY
SteelBrro,Health,"health, point_of_interest, establishment","2681 Oak Rd APT 218, Walnut Creek, CA 94597, USA",,ChIJKxnSVdNhhYARFauwUpMwOKw
City Lights Promotions,Manufacturer,"supplier, manufacturer, clothing_store, service, store, point_of_interest, establishment","2667 Oak Rd, Walnut Creek, CA 94597, USA",https://www.citylightspromotions.com/,ChIJOTUNkgphhYAR8I_puREEanQ
Kathy Bate Designs,General Contractor,"general_contractor, service, point_of_interest, establishment","2625 Oak Rd APT A, Walnut Creek, CA 94597, USA",http://www.kathybatedesigns.com/,ChIJ4T_lkAphhYARQ-d4GPoxxmo
Parking,Parking Lot,"parking_lot, parking, transportation_service, service, point_of_interest, establishment","2687 Oak Rd, Walnut Creek, CA 94597, USA",,ChIJVdQ3YgphhYARAZomsQS2fyo
Carriage Place Homeowners Associates,Association / Organization,"association_or_organization, point_of_interest, establishment","2641 Oak Rd, Walnut Creek, CA 94597, USA",,ChIJS5g2hQphhYARG_xv-lNjRU4
Mobile Notary & Finger Print,Banking and Finance,"finance, consultant, service, point_of_interest, establishment","2709 Oak Rd, Walnut Creek, CA 94597, USA",,ChIJH9L6-gphhYARvmf5OgNs4Fg
Oak Rd and Walden Park,Bus Station,"bus_station, transit_station, transportation_service, point_of_interest, establishment","Walnut Creek, CA 94597, USA",,ChIJm7DThwphhYAR7-eAxVgWU5o
Bocobites,French Restaurant,"french_restaurant, gift_shop, grocery_store, food_store, restaurant, food, service, store, point_of_interest, establishment","2614 Jones Rd, Walnut Creek, CA 94597, USA",https://www.bocobites.com/,ChIJzcShbE5hhYARgUAab16TeJY
